20000123,CB000615
20000124,CB000775
20000125,CB000836
20000126,CB000993
20000127,CB000728
20000128,CB000020
20000129,CB000592
20000130,CB000266
20000131,CB000449
20000132,CB000290
20000133,CB000538
20000134,CB000682
20000135,CB000501
20000136,CB000267
20000137,CB000615
20000138,CB000016
20000139,CB000439
20000140,CB000457
20000141,CB000040
20000142,CB000248
20000143,CB000530
20000144,CB000379
20000145,CB000773
20000146,CB000946
20000147,CB000558
20000148,CB000806
20000149,CB000288
20000150,CB000287
20000151,CB000214
20000152,CB000669
20000153,CB000783
20000154,CB000861
20000155,CB000930
20000156,CB000079
20000157,CB000438
20000158,CB000161
20000159,CB000326
20000160,CB000388
20000161,CB000563
20000162,CB000615
20000163,CB000581
20000164,CB000487
20000165,CB000115
20000166,CB000092
20000167,CB000166
20000168,CB000948
20000169,CB000603
20000170,CB000580
20000171,CB000503
20000172,CB000002
20000173,CB000878
20000174,CB000112
20000175,CB000912
20000176,CB000851
20000177,CB000846
20000178,CB000770
20000179,CB000908
20000180,CB000330
20000181,CB000370
20000182,CB000865
20000183,CB000285
20000184,CB000539
20000185,CB000276
20000186,CB000640
20000187,CB000980
20000188,CB000439
20000189,CB000902
20000190,CB000591
20000191,CB000898
20000192,CB000062
20000193,CB000486
20000194,CB000469
20000195,CB000538
20000196,CB000554
20000197,CB000007
20000198,CB000103
20000199,CB000788
20000200,CB000364
20000201,CB000658
20000202,CB000065
20000203,CB000252
20000204,CB000832
20000205,CB000075
20000206,CB000999
20000207,CB000528
20000208,CB000635
20000209,CB000347
20000210,CB000890
20000211,CB000966
20000212,CB000875
20000213,CB000212
20000214,CB000234
20000215,CB000364
20000216,CB000466
20000217,CB000050
20000218,CB000199
20000219,CB000704
20000220,CB000102
20000221,CB000386
20000222,CB000182
20000223,CB000514
20000224,CB000255
20000225,CB000461
20000226,CB000312
20000227,CB000667
20000228,CB000997
20000229,CB000576
20000230,CB000435
20000231,CB000086
20000232,CB000784
20000233,CB000309
20000234,CB000094
20000235,CB000583
20000236,CB000835
20000237,CB000833
20000238,CB000250
20000239,CB000041
20000240,CB000003
20000241,CB000699
20000242,CB000019
20000243,CB000600
20000244,CB000676
20000245,CB000783
20000246,CB000583
20000247,CB000564
20000248,CB000477
20000249,CB000790
20000250,CB000056
20000251,CB000816
20000252,CB000184
20000253,CB000394
20000254,CB000247
20000255,CB000258
20000256,CB000206
20000257,CB000420
20000258,CB000012
20000259,CB000200
20000260,CB000898
20000261,CB000389
20000262,CB000579
20000263,CB000398
20000264,CB000717
20000265,CB000781
20000266,CB000698
20000267,CB000642
20000268,CB000826
20000269,CB000510
20000270,CB000621
20000271,CB000744
20000272,CB000504
20000273,CB000087
20000274,CB000826
20000275,CB000071
20000276,CB000408
20000277,CB000653
20000278,CB000043
20000279,CB000500
20000280,CB000238
20000281,CB000930
20000282,CB000052
20000283,CB000781
20000284,CB000972
20000285,CB000838
20000286,CB000930
20000287,CB000200
20000288,CB000361
20000289,CB000122
20000290,CB000778
20000291,CB000216
20000292,CB000531
20000293,CB000067
20000294,CB000689
20000295,CB000513
20000296,CB000027
20000297,CB000788
20000298,CB000984
20000299,CB000903
20000300,CB000552
20000301,CB000814
20000302,CB000126
20000303,CB000710
20000304,CB000051
20000305,CB000710
20000306,CB000360
20000307,CB000555
20000308,CB000883
20000309,CB000065
20000310,CB000999
20000311,CB000920
20000312,CB000544
20000313,CB000519
20000314,CB000299
20000315,CB000918
20000316,CB000559
20000317,CB000731
20000318,CB000359
20000319,CB000677
20000320,CB000610
20000321,CB000232
20000322,CB000568
20000323,CB000082
20000324,CB000075
20000325,CB000700
20000326,CB000576
20000327,CB000502
20000328,CB000553
20000329,CB000354
20000330,CB000011
20000331,CB000301
20000332,CB000541
20000333,CB000638
20000334,CB000646
20000335,CB000075
20000336,CB000437
20000337,CB000090
20000338,CB000538
20000339,CB000318
20000340,CB000983
20000341,CB000038
20000342,CB000081
20000343,CB000100
20000344,CB000425
20000345,CB000924
20000346,CB000525
20000347,CB000335
20000348,CB000304
20000349,CB000371
20000350,CB000065
20000351,CB000720
20000352,CB000855
20000353,CB000883
20000354,CB000880
20000355,CB000033
20000356,CB000204
20000357,CB000371
20000358,CB000829
20000359,CB000873
20000360,CB000304
20000361,CB000668
20000362,CB000525
20000363,CB000121
20000364,CB000185
20000365,CB000934
20000366,CB000796
20000367,CB000555
20000368,CB000279
20000369,CB000234
20000370,CB000642
20000371,CB000618
20000372,CB000065
20000373,CB000533
20000374,CB000104
20000375,CB000689
20000376,CB000641
20000377,CB000016
20000378,CB000701
20000379,CB000793
20000380,CB000667
20000381,CB000426
20000382,CB000455
20000383,CB000196
20000384,CB000570
20000385,CB000227
20000386,CB000320
20000387,CB000638
20000388,CB000518
20000389,CB000201
20000390,CB000480
20000391,CB000060
20000392,CB000793
20000393,CB000924
20000394,CB000177
20000395,CB000828
20000396,CB000820
20000397,CB000526
20000398,CB000207
20000399,CB000429
20000400,CB000629
20000401,CB000482
20000402,CB000245
20000403,CB000258
20000404,CB000836
20000405,CB000902
20000406,CB000825
20000407,CB000650
20000408,CB000750
20000409,CB000809
20000410,CB000908
20000411,CB000346
20000412,CB000537
20000413,CB000349
20000414,CB000120
20000415,CB000146
20000416,CB000117
20000417,CB000072
20000418,CB000578
20000419,CB000782
20000420,CB000646
20000421,CB000691
20000422,CB000018
20000423,CB000462
20000424,CB000372
20000425,CB000430
20000426,CB000794
20000427,CB000187
20000428,CB000157
20000429,CB000961
20000430,CB000634
20000431,CB000233
20000432,CB000753
20000433,CB000370
20000434,CB000082
20000435,CB000213
20000436,CB000407
20000437,CB000128
20000438,CB000347
20000439,CB000581
20000440,CB000391
20000441,CB000196
20000442,CB000350
20000443,CB000703
20000444,CB000999
20000445,CB000382
20000446,CB000483
20000447,CB000080
20000448,CB000378
20000449,CB000899
20000450,CB000356
20000451,CB000443
20000452,CB000243
20000453,CB000240
20000454,CB000552
20000455,CB000360
20000456,CB000709
20000457,CB000754
20000458,CB000982
20000459,CB000274
20000460,CB000265
20000461,CB000014
20000462,CB000917
20000463,CB000570
20000464,CB000283
20000465,CB000343
20000466,CB000097
20000467,CB000157
20000468,CB000433
20000469,CB000067
20000470,CB000006
20000471,CB000365
20000472,CB000867
20000473,CB000259
20000474,CB000422
20000475,CB000287
20000476,CB000060
20000477,CB000946
20000478,CB000114
20000479,CB000725
20000480,CB000066
20000481,CB000183
20000482,CB000093
20000483,CB000665
20000484,CB000497
20000485,CB000176
20000486,CB000424
20000487,CB000559
20000488,CB000154
20000489,CB000407
20000490,CB000819
20000491,CB000583
20000492,CB000177
20000493,CB000727
20000494,CB000905
20000495,CB000202
20000496,CB000166
20000497,CB000157
20000498,CB000589
20000499,CB000814
20000500,CB000819
20000501,CB000623
20000502,CB000976
20000503,CB000279
20000504,CB000370
20000505,CB000341
20000506,CB000382
20000507,CB000390
20000508,CB000456
20000509,CB000275
20000510,CB000180
20000511,CB000125
20000512,CB000460
20000513,CB000012
20000514,CB000500
20000515,CB000865
20000516,CB000623
20000517,CB000624
20000518,CB000667
20000519,CB000441
20000520,CB000091
20000521,CB000584
20000522,CB000444
20000523,CB000057
20000524,CB000141
20000525,CB000663
20000526,CB000525
20000527,CB000438
20000528,CB000768
20000529,CB000572
20000530,CB000441
20000531,CB000074
20000532,CB000395
20000533,CB000350
20000534,CB000195
20000535,CB000197
20000536,CB000367
20000537,CB000780
20000538,CB000397
20000539,CB000872
20000540,CB000015
20000541,CB000862
20000542,CB000765
20000543,CB000664
20000544,CB000471
20000545,CB000343
20000546,CB000195
20000547,CB000912
20000548,CB000391
20000549,CB000350
20000550,CB000931
20000551,CB000125
20000552,CB000439
20000553,CB000653
20000554,CB000807
20000555,CB000868
20000556,CB000864
20000557,CB000929
20000558,CB000176
20000559,CB000323
20000560,CB000132
20000561,CB000431
20000562,CB000758
20000563,CB000183
20000564,CB000680
20000565,CB000626
20000566,CB000409
20000567,CB000319
20000568,CB000903
20000569,CB000588
20000570,CB000360
20000571,CB000841
20000572,CB000783
20000573,CB000584
20000574,CB000486
20000575,CB000350
20000576,CB000390
20000577,CB000437
20000578,CB000271
20000579,CB000649
20000580,CB000734
20000581,CB000872
20000582,CB000752
20000583,CB000966
20000584,CB000066
20000585,CB000050
20000586,CB000829
20000587,CB000601
20000588,CB000456
20000589,CB000154
20000590,CB000364
20000591,CB000031
20000592,CB000191
20000593,CB000845
20000594,CB000187
20000595,CB000124
20000596,CB000056
20000597,CB000935
20000598,CB000202
20000599,CB000879
20000600,CB000082
20000601,CB000835
20000602,CB000690
20000603,CB000458
20000604,CB000800
20000605,CB000878
20000606,CB000735
20000607,CB000646
20000608,CB000443
20000609,CB000580
20000610,CB000050
20000611,CB000340
20000612,CB000067
20000613,CB000529
20000614,CB000452
20000615,CB000257
20000616,CB000393
20000617,CB000834
20000618,CB000214
20000619,CB000964
20000620,CB000867
20000621,CB000160
20000622,CB000424
20000623,CB000767
20000624,CB000615
20000625,CB000874
20000626,CB000408
20000627,CB000567
20000628,CB000044
20000629,CB000233
20000630,CB000233
20000631,CB000682
20000632,CB000155
20000633,CB000768
20000634,CB000421
20000635,CB000426
20000636,CB000087
20000637,CB000417
20000638,CB000012
20000639,CB000429
20000640,CB000019
20000641,CB000726
20000642,CB000418
20000643,CB000337
20000644,CB000795
20000645,CB000013
20000646,CB000868
20000647,CB000593
20000648,CB000523
20000649,CB000662
20000650,CB000235
20000651,CB000599
20000652,CB000726
20000653,CB000206
20000654,CB000467
20000655,CB000042
20000656,CB000748
20000657,CB000325
20000658,CB000915
20000659,CB000370
20000660,CB000658
20000661,CB000354
20000662,CB000709
20000663,CB000753
20000664,CB000314
20000665,CB000006
20000666,CB000870
20000667,CB000407
20000668,CB000690
20000669,CB000214
20000670,CB000815
20000671,CB000059
20000672,CB000859
20000673,CB000757
20000674,CB000747
20000675,CB000715
20000676,CB000360
20000677,CB000566
20000678,CB000186
20000679,CB000198
20000680,CB000569
20000681,CB000987
20000682,CB000985
20000683,CB000883
20000684,CB000124
20000685,CB000616
20000686,CB000197
20000687,CB000726
20000688,CB000214
20000689,CB000569
20000690,CB000757
20000691,CB000525
20000692,CB000258
20000693,CB000678
20000694,CB000005
20000695,CB000610
20000696,CB000783
20000697,CB000230
20000698,CB000763
20000699,CB000267
20000700,CB000429
20000701,CB000572
20000702,CB000482
20000703,CB000940
20000704,CB000257
20000705,CB000036
20000706,CB000937
20000707,CB000681
20000708,CB000392
20000709,CB000924
20000710,CB000850
20000711,CB000531
20000712,CB000052
20000713,CB000586
20000714,CB000220
20000715,CB000867
20000716,CB000912
20000717,CB000333
20000718,CB000902
20000719,CB000015
20000720,CB000932
20000721,CB000776
20000722,CB000910
20000723,CB000685
20000724,CB000761
20000725,CB000973
20000726,CB000285
20000727,CB000085
20000728,CB000295
20000729,CB000270
20000730,CB000574
20000731,CB000783
20000732,CB000467
20000733,CB000487
20000734,CB000688
20000735,CB000480
20000736,CB000267
20000737,CB000792
20000738,CB000370
20000739,CB000107
20000740,CB000406
20000741,CB000205
20000742,CB000873
20000743,CB000071
20000744,CB000252
20000745,CB000300
20000746,CB000886
20000747,CB000415
20000748,CB000377
20000749,CB000167
20000750,CB000729
20000751,CB000363
20000752,CB000790
20000753,CB000145
20000754,CB000293
20000755,CB000552
20000756,CB000063
20000757,CB000266
20000758,CB000851
20000759,CB000564
20000760,CB000179
20000761,CB000551
20000762,CB000598
20000763,CB000573
20000764,CB000750
20000765,CB000456
20000766,CB000595
20000767,CB000656
20000768,CB000401
20000769,CB000966
20000770,CB000126
20000771,CB000478
20000772,CB000480
20000773,CB000250
20000774,CB000812
20000775,CB000595
20000776,CB000935
20000777,CB000883
20000778,CB000225
20000779,CB000274
20000780,CB000146
20000781,CB000439
20000782,CB000039
20000783,CB000040
20000784,CB000954
20000785,CB000344
20000786,CB000489
20000787,CB000855
20000788,CB000584
20000789,CB000189
20000790,CB000186
20000791,CB000393
20000792,CB000785
20000793,CB000599
20000794,CB000449
20000795,CB000735
20000796,CB000868
20000797,CB000330
20000798,CB000595
20000799,CB000588
20000800,CB000393
20000801,CB000310
20000802,CB000165
20000803,CB000373
20000804,CB000307
20000805,CB000797
20000806,CB000410
20000807,CB000156
20000808,CB000977
20000809,CB000885
20000810,CB000625
20000811,CB000730
20000812,CB000469
20000813,CB000152
20000814,CB000376
20000815,CB000797
20000816,CB000644
20000817,CB000635
20000818,CB000021
20000819,CB000393
20000820,CB000848
20000821,CB000987
20000822,CB000075
20000823,CB000460
20000824,CB000063
20000825,CB000133
20000826,CB000709
20000827,CB000107
20000828,CB000183
20000829,CB000225
20000830,CB000251
20000831,CB000579
20000832,CB000631
20000833,CB000496
20000834,CB000637
20000835,CB000321
20000836,CB000421
20000837,CB000153
20000838,CB000206
20000839,CB000370
20000840,CB000302
20000841,CB000955
20000842,CB000058
20000843,CB000276
20000844,CB000099
20000845,CB000460
20000846,CB000109
20000847,CB000037
20000848,CB000761
20000849,CB000095
20000850,CB000012
20000851,CB000864
20000852,CB000839
20000853,CB000143
20000854,CB000830
20000855,CB000173
20000856,CB000149
20000857,CB000978
20000858,CB000153
20000859,CB000763
20000860,CB000118
20000861,CB000758
20000862,CB000212
20000863,CB000853
20000864,CB000622
20000865,CB000934
20000866,CB000662
20000867,CB000534
20000868,CB000847
20000869,CB000438
20000870,CB000171
20000871,CB000458
20000872,CB000273
20000873,CB000568
20000874,CB000402
20000875,CB000309
20000876,CB000093
20000877,CB000457
20000878,CB000361
20000879,CB000170
20000880,CB000372
20000881,CB000059
20000882,CB000008
20000883,CB000494
20000884,CB000561
20000885,CB000582
20000886,CB000170
20000887,CB000282
20000888,CB000004
20000889,CB000623
20000890,CB000930
20000891,CB000179
20000892,CB000609
20000893,CB000051
20000894,CB000640
20000895,CB000102
20000896,CB000051
20000897,CB000851
20000898,CB000212
20000899,CB000257
20000900,CB000915
20000901,CB000214
20000902,CB000898
20000903,CB000676
20000904,CB000577
20000905,CB000062
20000906,CB000894
20000907,CB000194
20000908,CB000582
20000909,CB000370
20000910,CB000181
20000911,CB000211
20000912,CB000700
20000913,CB000061
20000914,CB000291
20000915,CB000779
20000916,CB000866
20000917,CB000220
20000918,CB000742
20000919,CB000509
20000920,CB000567
20000921,CB000567
20000922,CB000507
20000923,CB000834
20000924,CB000632
20000925,CB000791
20000926,CB000175
20000927,CB000285
20000928,CB000147
20000929,CB000583
20000930,CB000343
20000931,CB000658
20000932,CB000347
20000933,CB000570
20000934,CB000900
20000935,CB000542
20000936,CB000653
20000937,CB000068
20000938,CB000689
20000939,CB000301
20000940,CB000112
20000941,CB000905
20000942,CB000244
20000943,CB000795
20000944,CB000029
20000945,CB000058
20000946,CB000862
20000947,CB000187
20000948,CB000890
20000949,CB000830
20000950,CB000866
20000951,CB000995
20000952,CB000887
20000953,CB000935
20000954,CB000429
20000955,CB000774
20000956,CB000462
20000957,CB000867
20000958,CB000192
20000959,CB000296
20000960,CB000380
20000961,CB000498
20000962,CB000646
20000963,CB000628
20000964,CB000531
20000965,CB000745
20000966,CB000559
20000967,CB000691
20000968,CB000181
20000969,CB000175
20000970,CB000518
20000971,CB000529
20000972,CB000205
20000973,CB000677
20000974,CB000667
20000975,CB000615
20000976,CB000719
20000977,CB000553
20000978,CB000335
20000979,CB000691
20000980,CB000073
20000981,CB000517
20000982,CB000380
20000983,CB000384
20000984,CB000129
20000985,CB000410
20000986,CB000783
20000987,CB000568
20000988,CB000603
20000989,CB000525
20000990,CB000352
20000991,CB000053
20000992,CB000004
20000993,CB000179
20000994,CB000852
20000995,CB000006
20000996,CB000969
20000997,CB000611
20000998,CB000360
20000999,CB000448
20001000,CB000545
20001001,CB000172
20001002,CB000416
20001003,CB000472
20001004,CB000762
20001005,CB000568
20001006,CB000113
20001007,CB000458
20001008,CB000567
20001009,CB000180
20001010,CB000230
20001011,CB000660
20001012,CB000947
20001013,CB000707
20001014,CB000463
20001015,CB000489
20001016,CB000951
20001017,CB000051
20001018,CB000735
20001019,CB000542
20001020,CB000855
20001021,CB000522
20001022,CB000128
20001023,CB000749
20001024,CB000587
20001025,CB000219
20001026,CB000893
20001027,CB000238
20001028,CB000638
20001029,CB000989
20001030,CB000513
20001031,CB000062
20001032,CB000271
20001033,CB000804
20001034,CB000872
20001035,CB000046
20001036,CB000085
20001037,CB000611
20001038,CB000803
20001039,CB000464
20001040,CB000046
20001041,CB000365
20001042,CB000187
20001043,CB000278
20001044,CB000929
20001045,CB000659
20001046,CB000148
20001047,CB000265
20001048,CB000519
20001049,CB000973
20001050,CB000020
20001051,CB000943
20001052,CB000694
20001053,CB000173
20001054,CB000470
20001055,CB000481
20001056,CB000582
20001057,CB000145
20001058,CB000447
20001059,CB000895
20001060,CB000491
20001061,CB000861
20001062,CB000898
20001063,CB000361
20001064,CB000298
20001065,CB000615
20001066,CB000515
20001067,CB000048
20001068,CB000594
20001069,CB000465
20001070,CB000175
20001071,CB000613
20001072,CB000531
20001073,CB000988
20001074,CB000270
20001075,CB000774
20001076,CB000155
20001077,CB000212
20001078,CB000781
20001079,CB000959
20001080,CB000545
20001081,CB000041
20001082,CB000981
20001083,CB000282
20001084,CB000953
20001085,CB000461
20001086,CB000178
20001087,CB000215
20001088,CB000623
20001089,CB000818
20001090,CB000466
20001091,CB000499
20001092,CB000391
20001093,CB000252
20001094,CB000073
20001095,CB000124
20001096,CB000361
20001097,CB000650
20001098,CB000746
20001099,CB000192
20001100,CB000500
20001101,CB000632
20001102,CB000205
20001103,CB000219
20001104,CB000226
20001105,CB000081
20001106,CB000659
20001107,CB000257
20001108,CB000801
20001109,CB000701
20001110,CB000235
20001111,CB000134
20001112,CB000513
20001113,CB000736
20001114,CB000507
20001115,CB000711
20001116,CB000954
20001117,CB000779
20001118,CB000123
20001119,CB000326
20001120,CB000984
20001121,CB000328
20001122,CB000595
20001123,CB000691
20001124,CB000802
20001125,CB000835
20001126,CB000139
20001127,CB000377
20001128,CB000250
20001129,CB000394
20001130,CB000529
20001131,CB000076
20001132,CB000237
20001133,CB000059
20001134,CB000062
20001135,CB000606
20001136,CB000165
20001137,CB000167
20001138,CB000561
20001139,CB000391
20001140,CB000350
20001141,CB000216
20001142,CB000007
20001143,CB000773
20001144,CB000207
20001145,CB000113
20001146,CB000555
20001147,CB000487
20001148,CB000855
20001149,CB000852
20001150,CB000935
20001151,CB000464
20001152,CB000277
20001153,CB000939
20001154,CB000818
20001155,CB000038
20001156,CB000331
20001157,CB000103
20001158,CB000241
20001159,CB000263
20001160,CB000022
20001161,CB000579
20001162,CB000381
20001163,CB000713
20001164,CB000356
20001165,CB000859
20001166,CB000896
20001167,CB000524
20001168,CB000588
20001169,CB000493
20001170,CB000963
20001171,CB000452
20001172,CB000605
20001173,CB000964
20001174,CB000113
20001175,CB000188
20001176,CB000864
20001177,CB000814
20001178,CB000320
20001179,CB000596
20001180,CB000257
20001181,CB000192
20001182,CB000016
20001183,CB000051
20001184,CB000910
20001185,CB000887
20001186,CB000213
20001187,CB000147
20001188,CB000158
20001189,CB000827
20001190,CB000389
20001191,CB000358
20001192,CB000292
20001193,CB000790
20001194,CB000349
20001195,CB000525
20001196,CB000213
20001197,CB000610
20001198,CB000202
20001199,CB000238
20001200,CB000406
20001201,CB000780
20001202,CB000264
20001203,CB000668
20001204,CB000922
20001205,CB000857
20001206,CB000947
20001207,CB000560
20001208,CB000087
20001209,CB000612
20001210,CB000587
20001211,CB000824
20001212,CB000213
20001213,CB000434
20001214,CB000748
20001215,CB000751
20001216,CB000999
20001217,CB000783
20001218,CB000480
20001219,CB000395
20001220,CB000336
20001221,CB000244
20001222,CB000274
20001223,CB000120
20001224,CB000971
20001225,CB000300
20001226,CB000560
20001227,CB000224
20001228,CB000051
20001229,CB000928
20001230,CB000504
20001231,CB000004
20001232,CB000784
20001233,CB000303
20001234,CB000160
20001235,CB000954
20001236,CB000563
20001237,CB000407
20001238,CB000911
20001239,CB001000
20001240,CB000206
20001241,CB000410
20001242,CB000020
20001243,CB000464
20001244,CB000348
20001245,CB000991
20001246,CB000738
20001247,CB000963
20001248,CB000077
20001249,CB000088
20001250,CB000059
20001251,CB000609
20001252,CB000949
20001253,CB000035
20001254,CB000663
20001255,CB000478
20001256,CB000562
20001257,CB000335
20001258,CB000652
20001259,CB000312
20001260,CB000082
20001261,CB000738
20001262,CB000526
20001263,CB000486
20001264,CB000636
20001265,CB000241
20001266,CB000830
20001267,CB000289
20001268,CB000713
20001269,CB000437
20001270,CB000007
20001271,CB000283
20001272,CB000927
20001273,CB000245
20001274,CB000439
20001275,CB000516
20001276,CB000144
20001277,CB000957
20001278,CB000476
20001279,CB000722
20001280,CB000091
20001281,CB000517
20001282,CB000242
20001283,CB000851
20001284,CB000108
20001285,CB000385
20001286,CB000982
20001287,CB000770
20001288,CB000014
20001289,CB000837
20001290,CB000896
20001291,CB000868
20001292,CB000664
20001293,CB000198
20001294,CB000865
20001295,CB000871
20001296,CB000723
20001297,CB000559
20001298,CB000959
20001299,CB000779
20001300,CB000944
20001301,CB000323
20001302,CB000528
20001303,CB000205
20001304,CB000301
20001305,CB000717
20001306,CB000748
20001307,CB000955
20001308,CB000800
20001309,CB000929
20001310,CB000986
20001311,CB000685
20001312,CB000041
20001313,CB000172
20001314,CB000338
20001315,CB000975
20001316,CB000317
20001317,CB000763
20001318,CB000577
20001319,CB000688
20001320,CB000101
20001321,CB000467
20001322,CB000551
20001323,CB000212
20001324,CB000795
20001325,CB000987
20001326,CB000059
20001327,CB000860
20001328,CB000379
20001329,CB000605
20001330,CB000883
20001331,CB000653
20001332,CB000334
20001333,CB000504
20001334,CB000038
20001335,CB000591
20001336,CB000784
20001337,CB000094
20001338,CB000432
20001339,CB000698
20001340,CB000964
20001341,CB000477
20001342,CB000983
20001343,CB000197
20001344,CB000448
20001345,CB000737
20001346,CB000771
20001347,CB000669
20001348,CB000055
20001349,CB000560
20001350,CB000331
20001351,CB000331
20001352,CB000211
20001353,CB000121
20001354,CB000617
20001355,CB000355
20001356,CB000994
20001357,CB000509
20001358,CB000316
20001359,CB000303
20001360,CB000670
20001361,CB000928
20001362,CB000401
20001363,CB000023
20001364,CB000518
20001365,CB000743
20001366,CB000027
20001367,CB000529
20001368,CB000872
20001369,CB000968
20001370,CB000397
20001371,CB000069
20001372,CB000676
20001373,CB000765
20001374,CB000238
20001375,CB000405
20001376,CB000356
20001377,CB000340
20001378,CB000540
20001379,CB000460
20001380,CB000307
20001381,CB000946
20001382,CB000445
20001383,CB000048
20001384,CB000608
20001385,CB000505
20001386,CB000715
20001387,CB000098
20001388,CB000601
20001389,CB000522
20001390,CB000967
20001391,CB000168
20001392,CB000347
20001393,CB000137
20001394,CB000408
20001395,CB000098
20001396,CB000253
20001397,CB000948
20001398,CB000797
20001399,CB000479
20001400,CB000486
20001401,CB000788
20001402,CB000673
20001403,CB000113
20001404,CB000298
20001405,CB000857
20001406,CB000134
20001407,CB000034
20001408,CB000706
20001409,CB000470
20001410,CB000775
20001411,CB000501
20001412,CB000908
20001413,CB000112
20001414,CB000115
20001415,CB000645
20001416,CB000606
20001417,CB000638
20001418,CB000036
20001419,CB000155
20001420,CB000369
20001421,CB000976
20001422,CB000185
20001423,CB000055
20001424,CB000883
20001425,CB000090
20001426,CB000895
20001427,CB000296
20001428,CB000541
20001429,CB000173
20001430,CB000614
20001431,CB000764
20001432,CB000785
20001433,CB000685
20001434,CB000567
20001435,CB000412
20001436,CB000268
20001437,CB000947
20001438,CB000994
20001439,CB000976
20001440,CB000517
20001441,CB000755
20001442,CB000314
20001443,CB000749
20001444,CB000056
20001445,CB000602
20001446,CB000614
20001447,CB000615
20001448,CB000459
20001449,CB000282
20001450,CB000956
20001451,CB000732
20001452,CB000730
20001453,CB000360
20001454,CB000486
20001455,CB000882
20001456,CB000141
20001457,CB000904
20001458,CB000296
20001459,CB000091
20001460,CB000155
20001461,CB000723
20001462,CB000932
20001463,CB000495
20001464,CB000536
20001465,CB000917
20001466,CB000273
20001467,CB000151
20001468,CB000964
20001469,CB000096
20001470,CB000730
20001471,CB000971
20001472,CB000385
20001473,CB000525
20001474,CB000917
20001475,CB000882
20001476,CB000191
20001477,CB000753
20001478,CB000353
20001479,CB000163
20001480,CB000290
20001481,CB000088
20001482,CB000730
20001483,CB000798
20001484,CB000214
20001485,CB000346
20001486,CB000870
20001487,CB000807
20001488,CB000706
20001489,CB000048
20001490,CB000621
20001491,CB000895
20001492,CB000109
20001493,CB000518
20001494,CB000771
20001495,CB000520
20001496,CB000715
20001497,CB000858
20001498,CB000242
20001499,CB000725
20001500,CB000753
20001501,CB000723
20001502,CB000274
20001503,CB000627
20001504,CB000565
20001505,CB000891
20001506,CB000331
20001507,CB000111
20001508,CB000503
20001509,CB000593
20001510,CB000694
20001511,CB000562
20001512,CB000294
20001513,CB000474
20001514,CB000698
20001515,CB000646
20001516,CB000583
20001517,CB000781
20001518,CB000963
20001519,CB000550
20001520,CB000072
20001521,CB000155
20001522,CB000762
20001523,CB000234
20001524,CB000572
20001525,CB000564
20001526,CB000831
20001527,CB000830
20001528,CB000722
20001529,CB000014
20001530,CB000675
20001531,CB000989
20001532,CB000758
20001533,CB000251
20001534,CB000068
20001535,CB000481
20001536,CB000779
20001537,CB000701
20001538,CB000062
20001539,CB000147
20001540,CB000488
20001541,CB000058
20001542,CB000133
20001543,CB000563
20001544,CB000012
20001545,CB000419
20001546,CB000369
20001547,CB000655
20001548,CB000100
20001549,CB000451
20001550,CB000379
20001551,CB000135
20001552,CB000098
20001553,CB000187
20001554,CB000041
20001555,CB000247
